key,prompt,f_save,is_closeup,negative_prompt,style_prompt
"['cities', 'Roosterville', 'residents', 'Cluckington the Wise, Feathered Fowl']","Cluckington the Wise is a distinguished and dignified chicken, with a regal bearing and a commanding presence. He is tall and broad-shouldered, with a proud and upright posture that suggests a lifetime of experience and wisdom. His feathers are a rich, deep brown, with subtle hints of gold and bronze that catch the light and shimmer in the sun.

Cluckington's face is weathered and lined, with deep creases around his eyes and beak that suggest a lifetime of laughter and contemplation. His eyes are bright and piercing, with a sharp intelligence and a keen wit that never fails to impress. His beak is a strong and sturdy instrument, with a sharp point that suggests a quick and agile mind.

Despite his age, Cluckington is still in excellent physical shape, with powerful legs and a broad chest that suggest a lifetime of hard work and vigorous exercise. His feathers are sleek and well-groomed, with a healthy sheen that suggests a well-fed and well-cared-for chicken.

Cluckington's most striking feature, however, is his air of authority and gravitas. He carries himself with a quiet confidence and a sense of self-assurance that commands respect and admiration from all who know him. He speaks in a deep, resonant voice that conveys a sense of wisdom and experience, and his words are always measured and thoughtful.

Overall, Cluckington the Wise is a figure of great stature and importance in Roosterville, a chicken who has dedicated his life to the betterment of his community and the welfare of his fellow chickens. He is a living embodiment of the values and traditions of Henhaven, a symbol of the strength, wisdom, and dignity of the chicken race.",results/images/Henhaven/000050.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Roosterville', 'residents', 'Henrietta the Huntress, Beaked Bird']","Henrietta the Huntress, Beaked Bird, is a striking figure in Roosterville. Standing tall and proud, she has a sleek and muscular build, with feathers that are a deep, earthy brown color. Her sharp, pointed beak is a perfect tool for catching prey, and her piercing, intelligent eyes scan the surroundings with a keen awareness.

Henrietta is always dressed in practical clothing, suitable for her life in the woods. She wears a simple leather tunic, with straps crisscrossing her chest and back, and sturdy leather boots that reach up to her knees. Her clothing is adorned with feathers and fur, taken from the animals she has hunted and killed.

Her long, pointed wings are tucked tightly against her body, giving her a sleek and streamlined appearance. She moves with a fluid grace, her movements smooth and precise. Her long legs are powerful, and she can run at an impressive speed when necessary.

Despite her tough exterior, Henrietta has a gentle side as well. She cares deeply for the people of Roosterville, and will do whatever it takes to protect them. When she is not hunting, she can often be found meditating in a quiet grove of trees, seeking inner peace and tranquility.

Overall, Henrietta the Huntress is a beautiful and powerful figure in Roosterville. Her strength, intelligence, and grace make her a valuable member of the community, and her quiet, reserved nature only adds to her mystique.",results/images/Henhaven/000051.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Roosterville', 'residents', 'Igor the Inventor, Feathered Fowl']","Igor the Inventor is a scruffy-looking chicken with a wild, unkempt crest of feathers on his head. His feathers are a mix of browns and grays, and are often stained with grease and oil from his work. His eyes are a bright, curious blue, and always seem to be sparkling with excitement.

Igor is always wearing his signature tool belt, which is packed full of various wrenches, pliers, and other gadgets. He also wears an oversized pair of goggles, which he uses to protect his eyes from flying debris while he works.

Despite his disheveled appearance, Igor is always working on something new and exciting. His workshop is a cluttered mess of gears, levers, and other mechanical contraptions, and is always buzzing with the sound of machinery in motion. He is often seen hunched over a workbench, tinkering with some new invention or repairing an old one.

Igor's inventions are a marvel to behold. He has created everything from automatic feeders to egg collectors, each one designed to make life easier for the chickens of Roosterville. His latest creation is a solar-powered water pump, which he hopes will help to irrigate the village's crops more efficiently.

Despite his eccentricities, Igor is highly respected in the village for his ingenuity and his willingness to help others. He often spends hours repairing broken tools or machinery for his neighbors, never asking for anything in return. To the chickens of Roosterville, Igor is a genius inventor, a true friend, and a valuable member of the community.",results/images/Henhaven/000052.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Roosterville', 'residents', 'Mildred the Matchmaker, Crested Chicken']","Mildred the Matchmaker is a stunning Crested Chicken with soft, fluffy feathers that are a beautiful shade of light pink. Her crest is particularly striking, with feathers that form a delicate, intricate pattern that frames her face and gives her a regal appearance. Her eyes are a bright, warm brown that sparkle with kindness and compassion.

Mildred is always dressed in her best attire, with perfectly groomed feathers and a dainty lace collar around her neck. She carries herself with poise and grace, and her movements are always gentle and fluid. She is often seen carrying a small notebook and pen, ready to jot down notes about potential matches and dates.

Mildred's gentle nature is reflected in her voice, which is soft and soothing. She speaks in a gentle, lilting tone, with a slight lisp that only adds to her charm. Her laugh is infectious, and can brighten even the gloomiest of days.

Despite her matchmaking endeavors, Mildred is never pushy or overbearing. She approaches potential matches with a gentle touch, always ready to listen and understand the needs and desires of each chicken. She takes great care in setting up the perfect date, selecting the ideal location and arranging every detail to ensure a magical and memorable experience.

Overall, Mildred is a vision of beauty and grace, with a heart full of love and a passion for bringing happiness to others. Her selfless nature and gentle touch have made her a beloved member of the Roosterville community, and her matchmaking skills have brought countless chickens together in love and happiness.",results/images/Henhaven/000053.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Roosterville', 'residents', 'Slash the Scavenger, Feathered Fowl']","Slash the Scavenger is a striking figure in Roosterville, with sleek, black feathers that gleam in the sunlight. He is tall and lean, with a sleek, muscular build that speaks to his agility and quickness. His beak is sharp and pointed, and his eyes are bright and intelligent, always scanning the world around him for potential targets.

Despite his reputation as a troublemaker, Slash is a handsome bird, with a regal bearing that sets him apart from other chickens. He moves with a graceful, almost feline grace, his movements smooth and fluid as he slips through the shadows. His wings are long and powerful, capable of propelling him through the air with ease.

Slash is always impeccably dressed, with a collection of shiny trinkets and baubles adorning his feathers. He is particularly fond of silver and gold, and can often be seen sporting a glittering necklace or bracelet. His feathers are meticulously groomed, and he takes great pride in his appearance, knowing that it helps him to blend in and avoid detection.

Despite his thieving ways, Slash is a charismatic and charming bird, with a way of charming his way out of trouble. He has a quick wit and a sharp tongue, always ready with a clever quip or a sly joke. He knows how to play to his strengths, using his natural charm and charisma to get what he wants.

In short, Slash the Scavenger is a bird of many talents, with a striking appearance and a magnetic personality. He may be a rogue and a thief, but he is also a beloved member of the community, admired for his quick wit and his sharp mind.",results/images/Henhaven/000054.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Roosterville', 'residents', 'Ferdinand the Farmer, Plumed Poultry']","Ferdinand the Farmer is a striking figure in Roosterville, with his bright red and gold plumage standing out against the green fields. He is a tall and muscular chicken, with a broad chest and powerful legs that have been honed by years of hard work. His feathers are glossy and well-groomed, a testament to his pride in his appearance and his status as a respected member of the community.

Ferdinand's beak is sharp and pointed, a sign of his intelligence and his attention to detail. His eyes are bright and alert, scanning the fields for any signs of trouble or disease. He wears a simple straw hat to protect himself from the sun, and a pair of sturdy boots to keep his feet dry and safe from predators.

As he goes about his work, Ferdinand moves with a steady and purposeful gait. He carries himself with a quiet confidence, knowing that he is one of the best farmers in the village. He is often seen with a shovel or a hoe in his hands, tending to his crops with care and precision.

Ferdinand's fields are a sight to behold, with rows of corn, wheat, and other crops stretching out as far as the eye can see. His livestock, including cows, pigs, and sheep, are healthy and well-fed, a testament to his knowledge of animal husbandry. He is always happy to share his knowledge and expertise with others, and is often called upon to give advice or lend a helping hand.

Overall, Ferdinand is a symbol of hard work and dedication in Roosterville. He is a respected member of the community, admired for his skills as a farmer and his willingness to share his knowledge with others. His fields are a testament to his pride in his work, and his bright plumage is a sign of his status as a leader among the Plumed Poultry.",results/images/Henhaven/000055.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Roosterville', 'residents', 'Greta the Gossip, Feathered Fowl']","Greta the Gossip is a plump, brown Feathered Fowl with a distinctive tuft of feathers on the top of her head. She has bright, beady eyes that always seem to be scanning her surroundings, looking for the next bit of juicy news to share. Her beak is slightly curved, giving her a mischievous, knowing expression.

Greta's feathers are well-groomed and shiny, indicating that she takes great pride in her appearance. She wears a small, beaded necklace around her neck, which she claims was a gift from a secret admirer. Her wings are tucked neatly at her sides, ready to flutter with excitement at the latest gossip.

As she moves around the village, Greta's feathers rustle softly, announcing her presence to all who hear. She has a high-pitched, nasal voice that carries well, making her the perfect candidate for spreading rumors and gossip. Her mannerisms are animated and exaggerated, with her wings flapping and her head bobbing as she speaks.

Despite her reputation as a gossip, Greta is well-liked in the village. Her bubbly personality and infectious enthusiasm make her a fun and entertaining presence. She is always ready with a kind word or a sympathetic ear, and is often the first to offer help in times of need.

Overall, Greta is a colorful and vibrant character, with a personality that matches her striking appearance. She is a beloved member of the Roosterville community, and her presence adds a touch of excitement and drama to the otherwise peaceful village.",results/images/Henhaven/000056.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Roosterville', 'residents', 'Sparky the Adventurer, Taloned Turkey']","Sparky the Adventurer is a striking figure in Roosterville, with his large, proud frame and brightly colored feathers. He stands taller than most of the chickens in the village, with a regal presence that commands attention. His feathers are a brilliant mix of red, orange, and yellow, with iridescent greens and blues that shimmer in the sunlight.

Sparky's most striking feature, however, are his talons. They are long and sharp, with razor-like edges that glint in the light. They are a testament to Sparky's strength and power, and are a reminder that he is not to be trifled with.

Despite his imposing appearance, Sparky is friendly and approachable, with a warm smile and a twinkle in his eye. He is always eager to hear about new adventures and experiences, and is quick to offer advice or assistance to those who seek it.

Sparky is always ready for a new adventure, and can often be seen pacing restlessly around the village square, his talons clicking against the cobblestones. He is constantly scanning the horizon, searching for the next challenge or opportunity to explore.

When Sparky sets out on an adventure, he is a force to be reckoned with. He moves with grace and speed, his talons slicing through the air as he navigates the terrain. He is unafraid of danger, and will stop at nothing to achieve his goals.

Despite his love of adventure, Sparky is deeply committed to Roosterville and its inhabitants. He is always quick to lend a helping talon, and is known for his kindness and generosity. He is a true hero of the village, and a beloved member of the community.",results/images/Henhaven/000057.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Roosterville', 'residents', 'Bubbles the Beauty, Plumed Poultry']","Bubbles the Beauty is a Plumed Poultry chicken with stunning, iridescent plumage. Her feathers shimmer with a rainbow of colors, from deep blues and greens to bright pinks and purples. Her feathers are long and luxurious, with delicate fringes that sway in the gentle breeze.

Bubbles has a regal bearing, with her head held high and her chest puffed out. She moves with a graceful, almost balletic gait, her slender legs and dainty feet barely touching the ground. Her eyes are bright and alert, with a mischievous twinkle that hints at her playful nature.

Bubbles is a bit of a diva, and loves nothing more than preening in front of a mirror. She spends hours each day grooming her feathers, making sure that each one is perfectly in place. She has a collection of jeweled combs and brushes, which she uses to create intricate hairstyles and patterns in her feathers.

Despite her vanity, Bubbles is a beloved member of the Roosterville community. She is always impeccably dressed, with a variety of luxurious scarves and jewelry adorning her feathers. She is often called upon to model for artists and photographers, who are drawn to her stunning beauty and poise.

When Bubbles struts through the village, heads turn and jaws drop. She is a vision of elegance and beauty, a true queen of the Plumed Poultry.",results/images/Henhaven/000058.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Roosterville', 'residents', 'Ziggy the Zen, Feathered Fowl']","Ziggy the Zen is a strikingly beautiful chicken, with a sleek, jet-black coat of feathers that shimmer in the sunlight. His feathers are perfectly groomed, and seem to glow against the vibrant green of the grass. His eyes are a warm, golden brown, and are always filled with a sense of peacefulness and tranquility.

Ziggy moves with a graceful elegance that is unmatched by any other chicken in Roosterville. He walks with a slow, deliberate pace, as if every step is a carefully considered decision. His movements are fluid and graceful, like a dancer performing a well-rehearsed routine.

Despite his beauty, Ziggy is not one to seek attention or admiration. He prefers to spend his days in quiet contemplation, sitting alone in the fields or under a tree, lost in thought. He is never in a hurry, and seems to move through life at his own pace, unconcerned with the hustle and bustle of the world around him.

Ziggy's quiet nature belies a deep wisdom and understanding of the world. He is highly respected in Roosterville for his ability to solve conflicts peacefully, and for his calming influence on those around him. When others are ruffled or upset, Ziggy is always there to listen and offer gentle guidance, like a wise old sage.

Despite his peaceful nature, Ziggy is not a pushover. He is a fierce defender of justice and fairness, and will not hesitate to stand up for what he believes is right. When he does speak, his words are carefully chosen, and carry a weight and gravitas that commands respect from all who hear them.

Overall, Ziggy the Zen is a truly remarkable chicken, both in his physical beauty and his inner wisdom. He is a beacon of peace and tranquility in a world that can often be chaotic and unpredictable.",results/images/Henhaven/000059.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'city_description']","Talon Town is a bustling fortified community located near the edge of the forest in Henhaven. The town is named after its primary residents, the Taloned Turkeys, who have long been known for their sharp talons and keen eyesight. The Turkeys work together with the Crested Chickens to protect the town from wild chicken creatures that roam the nearby forests and plains.

The history of Talon Town dates back to the early days of Henhaven, when the first settlers arrived in the region. The Turkeys and Chickens who founded the town recognized the need for a strong, fortified community to protect themselves from the dangers of the wild. Over time, the town grew and prospered, becoming a hub for trade and commerce in the area.

The arts and culture of Talon Town reflect the unique blend of Taloned Turkey and Crested Chicken traditions. The town is known for its intricate featherwork, which is used to create beautiful tapestries and clothing. The Turkeys are also renowned for their music, and many of the town's festivals feature lively performances by Turkey bands.

Major events in Talon Town include the annual Harvest Festival, which celebrates the end of the farming season with feasting and dancing. The town also hosts a popular chicken fighting tournament, where the bravest and strongest birds compete against each other in heated battles.

Despite their differences, the Taloned Turkeys and Crested Chickens of Talon Town work together to maintain a peaceful and prosperous community. The Turkeys serve as fierce protectors of the town, while the Chickens provide valuable labor and artistic contributions. Together, they have built a thriving society that is the envy of many other chicken communities in Henhaven.",results/images/Henhaven/000060.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'lore']","The Great Chicken War: A time of intense conflict between Talon Town and a neighboring community over territory and resources. Fang the Fierce and his warriors led the charge, fending off wave after wave of enemy chickens. Cluckbeard the Wise played a crucial role in negotiating a peace treaty that established clear boundaries and put an end to the bloodshed.",results/images/Henhaven/000061.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'lore']","The Feather Famine: A devastating drought that left Talon Town on the brink of starvation. Henrietta the Healer worked tirelessly to treat the sick and malnourished, while Scratchy the Scavenger scoured the town for any scraps of food he could find. In the end, it was Gobbles the Gourmet who saved the day, using his culinary skills to turn a few meager ingredients into a hearty and delicious meal that sustained the town through the worst of the famine.",results/images/Henhaven/000062.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'lore']","The Great Egg Heist: A daring theft that shook the town to its core. Squawk the Scoundrel and his band of thieves broke into the town's egg storehouse, making off with dozens of precious eggs. The theft threatened to disrupt the delicate balance of the town's food supply, and Fang the Fierce vowed to track down the culprits and bring them to justice.",results/images/Henhaven/000063.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'lore']","The Taloned Turkey Rebellion: A time of upheaval and unrest, as the Taloned Turkeys of Talon Town demanded greater representation and autonomy. Fang the Fierce was initially resistant to their demands, but eventually came to see the value of working together with the Turkeys for the good of the community. Cluckbeard the Wise helped to broker a compromise that satisfied both sides and prevented a full-blown revolt.",results/images/Henhaven/000064.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'lore']","The Plumed Poultry Revival: A cultural renaissance that saw the rise of a new generation of artists, musicians, and writers in Talon Town. Fluffy the Fashionista led the charge, using her influence and creativity to inspire others to embrace their own unique talents and abilities. Peepers the Pet also played a key role, using her cute and charming demeanor to win over even the most skeptical critics.",results/images/Henhaven/000065.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'residents', 'Cluckbeard the Wise - Crested Chicken']","Cluckbeard the Wise is a distinguished looking Crested Chicken, with a regal bearing and an air of quiet authority. He is slightly larger than most other chickens in Talon Town, with a proud, upright posture that commands respect. His feathers are a rich, chestnut brown, with a striking white crest on his head that contrasts sharply with the rest of his plumage.

Despite his advanced age, Cluckbeard is still remarkably spry and agile. He moves with a graceful, almost regal gait, his head held high and his eyes scanning the world around him with a keen intelligence. His beak is sharp and pointed, and his eyes are bright and piercing, reflecting a deep well of knowledge and understanding.

Cluckbeard's feathers are well-groomed and shiny, a testament to his fastidious nature and attention to detail. He takes great pride in his appearance, and is often seen preening himself with fastidious care. His crest is particularly striking, a mass of snowy white feathers that seems to glow in the sunlight.

Despite his dignified and serious demeanor, Cluckbeard has a warm and approachable personality. He is always willing to listen to the problems and concerns of others, offering sage advice and gentle encouragement when needed. He is deeply respected by all who know him, and his presence is a calming influence on the often chaotic world of Talon Town.",results/images/Henhaven/000066.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'residents', 'Fang the Fierce - Taloned Turkey']","Fang the Fierce is an imposing figure, standing tall and proud in the center of Talon Town. His feathers are a mix of deep brown and black, with streaks of iridescent green that shimmer in the sunlight. His beady eyes are a piercing golden color, which seem to glow with a fierce determination.

Fang's most striking feature, however, are his talons. They are long and razor-sharp, easily capable of slicing through flesh and bone. He keeps them meticulously groomed, sharpening them daily to maintain their deadly edge.

Despite his fearsome appearance, Fang is a beloved figure in Talon Town. He is often seen patrolling the streets, his head held high as he surveys his domain. He speaks little, but when he does it is with a deep, rumbling voice that commands respect.

When Fang goes into battle, he is a force to be reckoned with. He moves with lightning-fast speed, his talons flashing as he takes down his foes. He is a skilled strategist, able to anticipate his enemies' moves and counter them with ease.

Despite his aggression on the battlefield, Fang is a fiercely loyal and protective leader. He will stop at nothing to defend his fellow chickens, and has been known to take on even the most dangerous predators to keep them safe.

Overall, Fang is a formidable presence in Talon Town, a true warrior who commands respect and admiration from all who know him.",results/images/Henhaven/000067.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'residents', 'Henrietta the Healer - Crested Chicken']","Henrietta the Healer is a Crested Chicken with soft, fluffy feathers of a pale lavender hue. Her beak is a delicate shade of pink, and her eyes are large and warm, shining with a gentle intelligence. Henrietta stands a little shorter than most of the other chickens in Talon Town, but her slight build belies an inner strength and resilience.

Henrietta's feathers are always impeccably groomed, and she wears a small pouch around her neck that contains an array of medicinal herbs and remedies. Her wings are often folded close to her body, giving her a serene and focused demeanor that inspires trust and confidence in her patients.

When Henrietta is treating a sick or injured chicken, she approaches them with a gentle touch and a soothing voice. She is skilled at identifying the root cause of an ailment, and uses a combination of herbs, poultices, and salves to bring relief and healing. Her touch is gentle but firm, and she moves with a graceful efficiency that speaks to her years of experience.

Despite the often-grim nature of her work, Henrietta maintains a sunny and optimistic outlook on life. She is often seen smiling or humming a cheerful tune, and her presence has a calming effect on those around her. Even in the face of great adversity, Henrietta remains steadfast and determined, never losing sight of her mission to heal and care for her fellow chickens.

Overall, Henrietta is a reassuring and comforting presence in Talon Town, and her healing touch has saved countless lives over the years. Her gentle nature and compassionate spirit make her a beloved figure in the community, and her legacy as a healer and caregiver will be remembered for generations to come.",results/images/Henhaven/000068.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'residents', 'Scratchy the Scavenger - Taloned Turkey']","Scratchy the Scavenger is a tall and lanky Taloned Turkey with a sleek, dark brown plumage that glimmers in the sunlight. His sharp talons are always on display as he scurries around town, his eyes darting back and forth as he searches for discarded items to collect and sell.

Scratchy's beady eyes are a bright, piercing blue, and seem to sparkle with a mischievous twinkle. His sharp beak is slightly curved, giving him a sly and cunning appearance. Despite his rough exterior, Scratchy moves with a grace and fluidity that belie his scavenger status. His movements are quick and nimble, and he can navigate even the most treacherous terrain with ease.

Scratchy's outfit is a mishmash of various scraps and materials that he has collected over the years. He wears a tattered leather vest adorned with metal studs, and a pair of baggy pants made from rough burlap. His feet are protected by a pair of sturdy leather boots with metal buckles, and his head is covered by a battered leather cap with a feather sticking out of the brim.

Scratchy's most striking feature is his voice. He has a deep, gravelly voice that sounds like it has been through many years of hard living. When he speaks, his words are laced with a sardonic wit and a dry sense of humor that always keeps his listeners on their toes.

Despite his rough exterior and sharp tongue, Scratchy is a beloved figure in Talon Town. He is always willing to lend a helping talon to those in need, and his scavenging skills have saved the town from disaster on more than one occasion.",results/images/Henhaven/000069.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Talon Town', 'residents', 'Peepers the Pet - Feathered Fowl']","Peepers the Pet is a sight to behold in Talon Town. She is a small, fluffy feathered fowl with a round body and short, stubby legs. Her feathers are a soft, creamy white, and are always perfectly preened and arranged. Peepers' most striking feature, however, is her eyes. They are large, round and bright, and seem to sparkle with an inner light. They are a deep, piercing blue, which contrasts sharply with her fluffy white feathers.

Whenever Peepers walks, she waddles back and forth with a gentle, swaying motion that is both endearing and comical. Her tiny wings flutter slightly as she moves, as if she is trying to maintain her balance. Despite her small size, Peepers exudes a sense of calm and serenity that is infectious. She seems to take the world in stride, never getting flustered or upset by anything around her.

Peepers' eyes are her most expressive feature. They seem to convey a deep understanding of the world around her, and she often looks at her surroundings with a sense of wonder and curiosity. When she is happy, her eyes twinkle with delight, and when she is sad, they droop with a sense of melancholy. Her eyes are so expressive that they almost seem to speak for her, conveying her emotions with a clarity that words cannot match.

Despite being a pet, Peepers is treated with great respect in Talon Town. Her gentle nature and bright eyes have won her many admirers, and she is often held up as an example of the best that chickenkind has to offer. Her owner, a kindly old farmer named Old Man Jenkins, dotes on her constantly, and can often be seen carrying her around like a baby. To many in Talon Town, Peepers is more than just a pet - she is a symbol of hope and happiness in a world that can often be harsh and unforgiving.",results/images/Henhaven/000070.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
